39,0,61,0,40,0,7,0,46,0,45,0
58,0,3,0,44,0,31,0,17,0,12,0
14,0,62,0,35,0,54,0,48,0,1,0
34,0,9,0,41,0,18,0,21,0,20,0
59,0,27,0,13,0,22,0,23,0,26,0
33,0,5,0,37,0,56,0,24,0,29,0
6,0,32,0,11,0,30,0,60,0,10,0
2,0,15,0,51,0,43,0,53,0,4,0
49,0,52,0,55,0,42,0,25,0,38,0
47,0,28,0,36,0,8,0,16,0,50,0
19,0,33,0,41,0,57,0,46,0,62,0
3,0,11,0,56,0,7,0,13,0,35,0
54,0,34,0,39,0,59,0,10,0,31,0
61,0,55,0,23,0,48,0,58,0,4,0
44,0,29,0,30,0,22,0,42,0,21,0
9,0,27,0,37,0,47,0,51,0,45,0
18,0,28,0,24,0,12,0,2,0,32,0
49,0,15,0,17,0,36,0,19,0,5,0
38,0,1,0,16,0,43,0,6,0,40,0
60,0,26,0,53,0,50,0,52,0,14,0
20,0,25,0,30,0,57,0,8,0,54,0
33,1,22,0,10,0,4,1,28,0,9,0
24,0,13,0,15,0,41,0,61,0,31,0
5,0,46,0,21,0,35,0,51,0,38,0
32,0,55,0,16,0,53,0,7,0,17,0
48,0,56,0,50,0,40,0,42,0,34,0
62,0,23,0,2,0,47,0,52,0,20,0
6,0,12,0,57,0,36,0,26,0,39,0
25,0,43,0,45,0,44,0,14,0,11,0
8,0,58,0,19,0,29,0,27,0,18,0
60,0,59,0,37,0,49,0,3,0,1,0
5,0,54,0,42,0,28,0,7,0,23,0
4,0,30,0,41,0,12,0,52,0,56,0
33,0,31,0,51,0,6,0,55,0,14,0
10,0,45,0,8,0,38,0,53,0,48,0
50,0,57,0,22,0,11,0,49,0,61,0
26,0,20,0,46,0,58,0,1,0,32,0
60,0,13,0,43,0,18,0,39,0,62,0
19,0,2,0,44,0,9,0,59,0,16,0
21,0,36,0,27,0,40,0,24,0,3,0
29,0,34,0,25,0,15,0,35,0,47,0
17,0,14,0,38,0,37,0,30,0,28,0
8,0,31,0,5,0,22,0,62,0,32,0
7,0,48,0,51,0,20,0,59,0,12,0
26,0,4,0,3,0,42,0,19,0,45,0
52,0,6,0,24,0,34,0,44,0,46,0
47,0,53,0,18,0,33,0,61,0,54,0
56,0,57,0,15,0,16,0,60,0,27,0
43,0,10,0,35,0,49,0,58,0,41,0
11,0,36,0,1,0,29,0,23,0,9,0
50,0,21,0,55,0,37,0,2,0,39,0
40,0,25,0,4,0,13,0,17,0,33,0
