50,0,43,0,10,0,31,0,23,0,21,0
8,0,44,0,3,0,33,0,13,0,1,0
6,0,24,0,22,0,2,0,29,0,27,0
46,0,30,0,48,0,17,0,19,0,20,0
28,0,16,0,34,0,5,0,26,0,41,0
45,0,49,0,25,0,38,0,37,0,11,0
12,0,40,0,14,0,39,0,15,0,9,0
35,0,42,0,36,0,47,0,32,0,18,0
7,0,8,0,2,0,4,0,17,0,43,0
26,0,6,0,46,0,49,0,50,0,1,0
14,0,3,0,34,0,19,0,24,0,38,0
23,0,39,0,29,0,28,0,35,0,25,0
5,0,48,0,37,0,15,0,32,0,22,0
45,0,33,0,41,0,10,0,36,0,12,0
47,0,11,0,31,0,27,0,7,0,44,0
9,0,30,0,13,0,4,0,18,0,16,0
42,0,21,0,5,0,40,0,20,0,2,0
12,1,43,0,19,0,29,1,37,0,26,0
45,0,7,0,32,0,24,0,1,0,23,0
13,0,39,0,41,0,50,0,47,0,48,0
15,0,6,0,20,0,11,0,18,0,3,0
4,0,33,0,34,0,27,0,35,0,40,0
28,0,46,0,38,0,8,0,9,0,31,0
42,0,10,0,17,0,25,0,16,0,22,0
21,0,49,0,44,0,14,0,30,0,36,0
40,0,11,0,32,0,29,0,13,0,43,0
23,0,12,0,47,0,4,0,3,0,5,0
48,0,35,0,8,0,6,0,16,0,45,0
27,0,18,0,28,0,37,0,14,0,10,0
24,0,25,0,15,0,46,0,41,0,21,0
22,0,20,0,50,0,44,0,34,0,9,0
26,0,33,0,38,0,7,0,30,0,42,0
1,0,2,0,19,0,31,0,36,0,39,0
17,0,35,0,5,0,49,0,24,0,13,0
14,0,23,0,11,0,22,0,41,0,8,0
29,0,30,0,10,0,34,0,47,0,15,0
1,0,43,0,27,0,20,0,38,0,12,0
28,0,45,0,4,0,42,0,19,0,50,0
39,0,37,0,17,0,33,0,6,0,21,0
36,0,40,0,16,0,46,0,7,0,3,0
26,0,9,0,25,0,2,0,44,0,32,0
49,0,31,0,29,0,18,0,48,0,12,0
