49,0,27,0,39,0,59,0,15,0,8,0
40,0,3,0,61,0,22,0,52,0,7,0
23,0,41,0,28,0,62,0,43,0,44,0
6,0,9,0,46,0,35,0,55,0,4,0
17,0,53,0,30,0,29,0,2,0,63,0
25,0,26,0,21,0,24,0,57,0,36,0
33,0,32,0,34,0,54,0,19,0,38,0
47,0,48,0,31,0,20,0,45,0,51,0
12,0,50,0,1,0,18,0,37,0,14,0
56,0,16,0,60,0,10,0,13,0,58,0
42,0,5,0,17,0,11,0,64,0,49,0
36,0,41,0,19,0,6,0,26,0,22,0
30,0,54,0,28,0,47,0,59,0,21,0
34,0,62,0,24,0,53,0,48,0,39,0
9,0,15,0,23,0,56,0,40,0,37,0
7,0,11,0,8,0,10,0,55,0,2,0
5,0,32,0,61,0,58,0,35,0,16,0
12,0,27,0,52,0,44,0,46,0,57,0
50,0,4,0,33,0,51,0,13,0,60,0
42,0,31,0,14,0,38,0,63,0,3,0
18,0,25,0,64,0,45,0,43,0,29,0
1,0,36,0,9,0,20,0,16,0,17,0
6,1,49,0,32,0,30,1,12,0,23,0
53,0,19,0,2,0,4,0,47,0,57,0
48,0,42,0,7,0,27,0,54,0,50,0
55,0,37,0,44,0,45,0,58,0,56,0
14,0,38,0,15,0,21,0,41,0,52,0
63,0,22,0,59,0,51,0,64,0,46,0
31,0,5,0,8,0,33,0,28,0,18,0
20,0,24,0,13,0,11,0,62,0,61,0
10,0,3,0,43,0,39,0,29,0,34,0
35,0,25,0,40,0,26,0,1,0,60,0
14,0,48,0,58,0,7,0,57,0,17,0
54,0,45,0,2,0,12,0,5,0,41,0
27,0,33,0,21,0,9,0,62,0,64,0
56,0,39,0,52,0,11,0,47,0,32,0
44,0,18,0,30,0,15,0,19,0,25,0
16,0,3,0,59,0,4,0,37,0,26,0
22,0,20,0,29,0,34,0,60,0,35,0
10,0,42,0,46,0,61,0,51,0,28,0
43,0,38,0,53,0,1,0,8,0,13,0
40,0,49,0,24,0,50,0,31,0,6,0
55,0,63,0,33,0,36,0,23,0,52,0
30,0,59,0,45,0,3,0,60,0,62,0
21,0,4,0,18,0,22,0,48,0,10,0
46,0,37,0,7,0,25,0,39,0,13,0
14,0,44,0,53,0,49,0,5,0,20,0
34,0,26,0,63,0,28,0,6,0,58,0
31,0,64,0,1,0,57,0,61,0,56,0
51,0,11,0,54,0,9,0,29,0,40,0
12,0,32,0,24,0,42,0,41,0,8,0
36,0,38,0,17,0,35,0,27,0,23,0
47,0,43,0,55,0,50,0,16,0,15,0
19,0,60,0,37,0,2,0,49,0,61,0
48,0,52,0,25,0,9,0,5,0,28,0
51,0,32,0,29,0,62,0,7,0,26,0
4,0,8,0,14,0,56,0,36,0,34,0
11,0,46,0,30,0,1,0,58,0,41,0
50,0,10,0,35,0,15,0,53,0,63,0
40,0,47,0,17,0,44,0,24,0,33,0
42,0,6,0,16,0,39,0,2,0,21,0
20,0,57,0,55,0,54,0,59,0,18,0
13,0,64,0,38,0,19,0,3,0,12,0
23,0,43,0,22,0,27,0,31,0,45,0
17,0,56,0,50,0,46,0,34,0,41,0
7,0,29,0,4,0,1,0,47,0,5,0
37,0,32,0,36,0,10,0,28,0,53,0
57,0,49,0,35,0,39,0,55,0,40,0
60,0,43,0,63,0,48,0,12,0,11,0
15,0,2,0,62,0,54,0,22,0,31,0
8,0,19,0,21,0,51,0,58,0,23,0
33,0,3,0,25,0,20,0,61,0,27,0
38,0,18,0,9,0,24,0,6,0,59,0
44,0,52,0,13,0,30,0,26,0,42,0
45,0,64,0,28,0,14,0,16,0,40,0
62,0,39,0,12,0,55,0,19,0,17,0
5,0,21,0,63,0,27,0,56,0,32,0
36,0,35,0,51,0,2,0,3,0,18,0
34,0,59,0,31,0,11,0,25,0,44,0
54,0,58,0,52,0,24,0,43,0,4,0
48,0,20,0,37,0,30,0,64,0,8,0
41,0,22,0,16,0,7,0,53,0,33,0
6,0,1,0,15,0,60,0,45,0,42,0
23,0,57,0,38,0,29,0,50,0,46,0
10,0,61,0,26,0,47,0,14,0,9,0
13,0,4,0,54,0,49,0,63,0,17,0
5,0,34,0,16,0,24,0,30,0,51,0
19,0,43,0,56,0,59,0,35,0,42,0
46,0,40,0,12,0,53,0,20,0,21,0
28,0,3,0,7,0,11,0,57,0,15,0
13,0,61,0,41,0,23,0,55,0,18,0
14,0,29,0,27,0,37,0,6,0,33,0
62,0,50,0,45,0,8,0,52,0,10,0
31,0,60,0,39,0,64,0,26,0,36,0
1,0,44,0,2,0,9,0,32,0,48,0
58,0,49,0,47,0,22,0,25,0,38,0
23,0,6,0,56,0,53,0,54,0,3,0
24,0,45,0,16,0,63,0,46,0,19,0
39,0,28,0,20,0,41,0,27,0,4,0
9,0,30,0,35,0,12,0,7,0,31,0
60,0,61,0,21,0,44,0,8,0,17,0
29,0,13,0,59,0,36,0,48,0,15,0
22,0,51,0,55,0,14,0,32,0,25,0
64,0,2,0,34,0,49,0,1,0,52,0
18,0,58,0,40,0,47,0,62,0,42,0
11,0,5,0,26,0,50,0,38,0,37,0
57,0,10,0,6,0,43,0,33,0,30,0
