30,0,11,0,31,0,7,0,35,0,32,0
18,0,19,0,6,0,37,0,20,0,26,0
27,0,23,0,39,0,49,0,34,0,9,0
45,0,17,0,8,0,29,0,10,0,4,0
21,0,1,0,44,0,38,0,40,0,13,0
24,0,42,0,41,0,48,0,33,0,47,0
14,0,25,0,46,0,36,0,3,0,12,0
28,0,43,0,2,0,16,0,22,0,5,0
13,0,7,0,23,0,15,0,39,0,37,0
21,0,4,0,49,0,6,0,48,0,17,0
46,0,20,0,38,0,24,0,30,0,45,0
26,0,19,0,25,0,16,0,8,0,43,0
5,0,15,0,47,0,40,0,10,0,31,0
27,0,22,0,44,0,35,0,41,0,29,0
2,0,14,0,9,0,42,0,18,0,1,0
33,0,28,0,12,0,36,0,11,0,34,0
3,0,16,0,13,0,32,0,40,0,17,0
7,1,22,0,38,0,46,0,19,0,23,0
5,0,10,0,24,0,9,0,35,0,4,0
28,0,29,0,47,0,2,0,39,0,1,0
31,0,41,0,6,0,34,0,3,0,43,0
21,0,27,0,42,0,11,0,45,0,26,0
48,0,18,0,14,0,25,0,33,0,32,0
37,0,8,0,36,0,30,0,20,0,49,0
15,0,12,0,34,0,44,0,4,0,16,0
28,0,39,0,26,0,46,0,24,0,40,0
35,0,47,0,3,0,48,0,38,0,19,0
27,0,30,0,37,0,36,0,21,0,25,0
15,0,41,0,8,0,12,0,17,0,2,0
22,0,33,0,10,0,44,0,11,0,6,0
42,0,7,0,5,0,1,0,13,0,20,0
45,0,9,0,18,0,49,0,29,0,31,0
14,0,32,0,36,0,23,0,43,0,4,0
37,0,46,0,11,0,2,0,48,0,34,0
3,0,5,0,38,0,15,0,42,0,26,0
8,0,13,0,35,0,47,0,18,0,41,0
6,0,49,0,23,0,12,0,16,0,27,0
40,0,25,0,20,0,17,0,10,0,9,0
14,0,19,0,29,0,21,0,30,0,28,0
32,0,45,0,43,0,44,0,7,0,24,0
1,0,31,0,22,0,39,0,33,0,16,0
20,0,23,0,11,0,4,0,46,0,47,0
30,0,13,0,9,0,3,0,28,0,49,0
29,0,5,0,45,0,41,0,14,0,37,0
26,0,35,0,17,0,1,0,36,0,33,0
7,0,39,0,6,0,8,0,38,0,21,0
42,0,10,0,34,0,19,0,12,0,43,0
15,0,40,0,27,0,22,0,18,0,32,0
25,0,24,0,48,0,31,0,2,0,44,0
21,0,33,0,11,0,5,0,8,0,49,0
26,0,38,0,10,0,28,0,13,0,37,0
41,0,1,0,9,0,30,0,15,0,46,0
42,0,32,0,47,0,34,0,29,0,25,0
19,0,20,0,44,0,27,0,14,0,31,0
2,0,36,0,23,0,40,0,6,0,45,0
43,0,48,0,22,0,24,0,39,0,17,0
3,0,7,0,4,0,35,0,16,0,18,0
12,0,14,0,11,0,41,0,13,0,19,0
46,0,10,0,2,0,21,0,31,0,32,0
8,0,28,0,44,0,23,0,42,0,9,0
35,0,45,0,39,0,5,0,25,0,6,0
12,0,49,0,18,0,43,0,1,0,38,0
15,0,3,0,48,0,20,0,36,0,29,0
47,0,7,0,16,0,27,0,33,0,17,0
34,0,4,0,30,0,40,0,26,0,22,0
24,0,32,0,1,0,37,0,19,0,45,0
43,0,21,0,35,0,20,0,28,0,15,0
16,0,25,0,9,0,41,0,38,0,11,0
22,0,23,0,34,0,13,0,48,0,5,0
44,0,10,0,36,0,3,0,18,0,39,0
4,0,31,0,17,0,37,0,42,0,6,0
49,0,2,0,47,0,14,0,7,0,26,0
29,0,24,0,33,0,12,0,30,0,40,0
46,0,1,0,48,0,27,0,8,0,10,0
38,0,18,0,17,0,32,0,11,0,5,0
19,0,28,0,4,0,7,0,25,0,41,0
31,0,20,0,35,0,23,0,29,0,26,0
34,0,8,0,6,0,15,0,14,0,24,0
30,0,36,0,39,0,2,0,16,0,42,0
43,0,13,0,33,0,45,0,3,0,27,0
12,0,37,0,21,0,9,0,47,0,22,0
40,0,44,0,29,0,49,0,46,0,7,0
20,0,6,0,32,0,1,0,28,0,25,0
24,0,38,0,31,0,27,0,13,0,36,0
22,0,39,0,11,0,14,0,3,0,8,0
17,0,30,0,5,0,44,0,47,0,34,0
16,0,23,0,41,0,18,0,10,0,21,0
19,0,49,0,33,0,2,0,4,0,15,0
37,0,35,0,40,0,42,0,43,0,46,0
12,0,9,0,26,0,45,0,48,0,7,0
