6,0,9,0,13,0,7,0,18,0,2,0
12,0,16,0,17,0,11,0,15,0,1,0
5,0,14,0,8,0,10,0,3,0,4,0
11,0,17,0,18,0,15,0,9,0,7,0
2,0,3,0,12,0,5,0,6,0,16,0
1,0,4,0,8,0,13,0,10,0,14,0
3,0,15,0,5,0,2,0,6,0,11,0
9,0,17,0,14,0,16,0,8,0,18,0
10,0,7,0,1,0,4,0,13,0,12,0
9,0,5,0,8,0,16,0,15,0,14,0
1,0,18,0,12,0,6,0,7,0,4,0
11,0,13,0,3,0,2,0,10,0,17,0
9,0,18,0,4,0,12,0,6,0,14,0
3,0,7,0,16,0,11,0,10,0,8,0
5,0,1,0,2,0,15,0,17,0,13,0
3,0,6,0,8,0,11,0,12,0,9,0
2,0,14,0,4,0,7,0,5,0,17,0
15,0,18,0,10,0,1,0,13,0,16,0
8,0,7,0,12,0,4,0,5,0,11,0
2,0,15,0,13,0,3,0,14,0,18,0
10,0,16,0,9,0,6,0,1,0,17,0
7,0,11,0,14,0,13,0,18,0,5,0
16,0,4,0,15,0,9,0,3,0,1,0
12,0,10,0,6,0,2,0,17,0,8,0
