13,0,21,0,2,0,6,0,18,0,16,0
7,0,23,0,10,0,22,0,24,0,9,0
5,0,26,0,11,0,14,0,12,0,8,0
20,0,4,0,15,0,1,0,3,0,19,0
27,0,17,0,13,0,25,0,8,0,9,0
7,0,5,0,3,0,19,0,6,0,20,0
23,0,26,0,16,0,2,0,27,0,24,0
15,0,1,0,22,0,17,0,18,0,14,0
25,0,4,0,11,0,12,0,10,0,21,0
22,0,2,0,17,0,3,0,6,0,5,0
8,0,21,0,16,0,14,0,11,0,7,0
13,0,19,0,26,0,24,0,23,0,1,0
27,0,10,0,20,0,18,0,25,0,15,0
4,0,9,0,1,0,12,0,5,0,23,0
6,0,27,0,22,0,8,0,15,0,13,0
14,0,9,0,26,0,2,0,20,0,21,0
3,0,25,0,11,0,16,0,12,0,7,0
24,0,18,0,19,0,17,0,10,0,4,0
15,0,12,0,6,0,8,0,27,0,16,0
19,0,17,0,7,0,2,0,4,0,22,0
11,0,23,0,9,0,3,0,26,0,21,0
25,0,10,0,5,0,1,0,18,0,13,0
14,0,17,0,6,0,24,0,20,0,26,0
25,0,18,0,27,0,7,0,22,0,5,0
12,0,3,0,14,0,24,0,9,0,13,0
20,0,23,0,8,0,11,0,19,0,10,0
4,0,15,0,21,0,1,0,16,0,2,0
10,0,22,0,8,0,27,0,11,0,26,0
12,0,1,0,17,0,4,0,6,0,25,0
3,0,21,0,23,0,13,0,5,0,20,0
19,0,15,0,16,0,2,0,9,0,7,0
14,0,24,0,27,0,18,0,4,0,23,0
7,0,8,0,1,0,2,0,3,0,10,0
26,0,12,0,18,0,19,0,14,0,16,0
24,0,15,0,5,0,25,0,21,0,22,0
11,0,6,0,13,0,9,0,20,0,17,0
10,0,24,0,7,0,14,0,21,0,1,0
8,0,18,0,5,0,9,0,15,0,3,0
2,0,19,0,11,0,25,0,17,0,23,0
16,0,20,0,22,0,27,0,12,0,13,0
4,0,26,0,1,0,6,0,2,0,23,0
9,0,21,0,12,0,19,0,27,0,5,0
20,0,7,0,25,0,13,0,14,0,4,0
6,0,24,0,8,0,15,0,11,0,18,0
3,0,16,0,17,0,22,0,10,0,26,0
9,0,18,0,27,0,1,0,11,0,20,0
19,0,12,0,8,0,17,0,7,0,26,0
25,0,2,0,13,0,23,0,14,0,15,0
16,0,4,0,5,0,24,0,22,0,3,0
6,0,10,0,9,0,21,0,11,0,19,0
20,0,18,0,2,0,12,0,25,0,24,0
16,0,10,0,13,0,6,0,1,0,5,0
21,0,27,0,7,0,26,0,15,0,17,0
14,0,22,0,23,0,3,0,8,0,4,0
